entry_id,audio,query,ground_truth,_split
2803,YbJMMp6PLKqM@1-30344-A-0@2-54962-A-23.wav,Have you noticed the sound of clapping in the audio?,no,test
2804,YbJMMp6PLKqM@1-30344-A-0@2-54962-A-23@3-177082-A-22.wav,Have you noticed the sound of dog in the audio?,yes,test
2805,YbJMMp6PLKqM@1-30344-A-0@2-54962-A-23.wav,Have you noticed the sound of dog in the audio?,yes,test
2806,YbJMMp6PLKqM@1-30344-A-0@2-54962-A-23@3-177082-A-22.wav,Have you noticed the sound of crying baby in the audio?,no,test
2807,YbJMMp6PLKqM@1-30344-A-0@2-54962-A-23.wav,Have you noticed the sound of crying baby in the audio?,no,test
2808,Yq3SEOW2m4WY@2-70052-B-42@4-175845-A-43@4-161127-A-10.wav,Can you hear the sound of rain in the audio?,yes,test
2809,Yq3SEOW2m4WY@2-70052-B-42@4-175845-A-43.wav,Can you hear the sound of rain in the audio?,no,test
2810,Yq3SEOW2m4WY@2-70052-B-42@4-175845-A-43@4-161127-A-10.wav,Can you hear the sound of car horn in the audio?,yes,test
2811,Yq3SEOW2m4WY@2-70052-B-42@4-175845-A-43.wav,Can you hear the sound of car horn in the audio?,yes,test
2812,Yq3SEOW2m4WY@2-70052-B-42@4-175845-A-43@4-161127-A-10.wav,Can you hear the sound of crickets in the audio?,no,test
2813,Yq3SEOW2m4WY@2-70052-B-42@4-175845-A-43.wav,Can you hear the sound of crickets in the audio?,no,test
2814,Yq3SEOW2m4WY@2-70052-B-42@4-161127-A-10@4-175845-A-43.wav,Can you detect the sound of car horn in the audio?,yes,test
2815,Yq3SEOW2m4WY@2-70052-B-42@4-161127-A-10.wav,Can you detect the sound of car horn in the audio?,no,test
2816,Yq3SEOW2m4WY@2-70052-B-42@4-161127-A-10@4-175845-A-43.wav,Can you detect the sound of rain in the audio?,yes,test
2817,Yq3SEOW2m4WY@2-70052-B-42@4-161127-A-10.wav,Can you detect the sound of rain in the audio?,yes,test
2818,Yq3SEOW2m4WY@2-70052-B-42@4-161127-A-10@4-175845-A-43.wav,"Can you detect the sound of drinking, sipping in the audio?",no,test
2819,Yq3SEOW2m4WY@2-70052-B-42@4-161127-A-10.wav,"Can you detect the sound of drinking, sipping in the audio?",no,test
2820,Yq3SEOW2m4WY@4-175845-A-43@4-161127-A-10@2-70052-B-42.wav,Is there a sound of siren in the audio?,yes,test
2821,Yq3SEOW2m4WY@4-175845-A-43@4-161127-A-10.wav,Is there a sound of siren in the audio?,no,test
2822,Yq3SEOW2m4WY@4-175845-A-43@4-161127-A-10@2-70052-B-42.wav,Is there a sound of rain in the audio?,yes,test
2823,Yq3SEOW2m4WY@4-175845-A-43@4-161127-A-10.wav,Is there a sound of rain in the audio?,yes,test
2824,Yq3SEOW2m4WY@4-175845-A-43@4-161127-A-10@2-70052-B-42.wav,Is there a sound of frog in the audio?,no,test
2825,Yq3SEOW2m4WY@4-175845-A-43@4-161127-A-10.wav,Is there a sound of frog in the audio?,no,test
2826,Yq3SEOW2m4WY@4-191246-A-7@4-176638-A-43@1-172649-F-40.wav,Does the audio contain the sound of helicopter?,yes,test
2827,Yq3SEOW2m4WY@4-191246-A-7@4-176638-A-43.wav,Does the audio contain the sound of helicopter?,no,test
2828,Yq3SEOW2m4WY@4-191246-A-7@4-176638-A-43@1-172649-F-40.wav,Does the audio contain the sound of car horn?,yes,test
2829,Yq3SEOW2m4WY@4-191246-A-7@4-176638-A-43.wav,Does the audio contain the sound of car horn?,yes,test
2830,Yq3SEOW2m4WY@4-191246-A-7@4-176638-A-43@1-172649-F-40.wav,Does the audio contain the sound of siren?,no,test
2831,Yq3SEOW2m4WY@4-191246-A-7@4-176638-A-43.wav,Does the audio contain the sound of siren?,no,test
2832,Yq3SEOW2m4WY@4-191246-A-7@1-172649-F-40@4-176638-A-43.wav,Have you noticed the sound of car horn in the audio?,yes,test
2833,Yq3SEOW2m4WY@4-191246-A-7@1-172649-F-40.wav,Have you noticed the sound of car horn in the audio?,no,test
2834,Yq3SEOW2m4WY@4-191246-A-7@1-172649-F-40@4-176638-A-43.wav,Have you noticed the sound of helicopter in the audio?,yes,test
2835,Yq3SEOW2m4WY@4-191246-A-7@1-172649-F-40.wav,Have you noticed the sound of helicopter in the audio?,yes,test
2836,Yq3SEOW2m4WY@4-191246-A-7@1-172649-F-40@4-176638-A-43.wav,"Have you noticed the sound of door, wood creaks in the audio?",no,test
2837,Yq3SEOW2m4WY@4-191246-A-7@1-172649-F-40.wav,"Have you noticed the sound of door, wood creaks in the audio?",no,test
2838,Yq3SEOW2m4WY@4-176638-A-43@1-172649-F-40@4-191246-A-7.wav,Can you hear the sound of insects in the audio?,yes,test
2839,Yq3SEOW2m4WY@4-176638-A-43@1-172649-F-40.wav,Can you hear the sound of insects in the audio?,no,test
2840,Yq3SEOW2m4WY@4-176638-A-43@1-172649-F-40@4-191246-A-7.wav,Can you hear the sound of helicopter in the audio?,yes,test
2841,Yq3SEOW2m4WY@4-176638-A-43@1-172649-F-40.wav,Can you hear the sound of helicopter in the audio?,yes,test
2842,Yq3SEOW2m4WY@4-176638-A-43@1-172649-F-40@4-191246-A-7.wav,Can you hear the sound of frog in the audio?,no,test
2843,Yq3SEOW2m4WY@4-176638-A-43@1-172649-F-40.wav,Can you hear the sound of frog in the audio?,no,test
2844,Yq3SEOW2m4WY@2-80844-A-13@3-143560-A-47@1-63871-A-10.wav,Can you detect the sound of rain in the audio?,yes,test
2845,Yq3SEOW2m4WY@2-80844-A-13@3-143560-A-47.wav,Can you detect the sound of rain in the audio?,no,test
2846,Yq3SEOW2m4WY@2-80844-A-13@3-143560-A-47@1-63871-A-10.wav,Can you detect the sound of airplane in the audio?,yes,test
2847,Yq3SEOW2m4WY@2-80844-A-13@3-143560-A-47.wav,Can you detect the sound of airplane in the audio?,yes,test
2848,Yq3SEOW2m4WY@2-80844-A-13@3-143560-A-47@1-63871-A-10.wav,Can you detect the sound of siren in the audio?,no,test
2849,Yq3SEOW2m4WY@2-80844-A-13@3-143560-A-47.wav,Can you detect the sound of siren in the audio?,no,test
2850,Yq3SEOW2m4WY@2-80844-A-13@1-63871-A-10@3-143560-A-47.wav,Is there a sound of airplane in the audio?,yes,test
2851,Yq3SEOW2m4WY@2-80844-A-13@1-63871-A-10.wav,Is there a sound of airplane in the audio?,no,test
2852,Yq3SEOW2m4WY@2-80844-A-13@1-63871-A-10@3-143560-A-47.wav,Is there a sound of crickets in the audio?,yes,test
2853,Yq3SEOW2m4WY@2-80844-A-13@1-63871-A-10.wav,Is there a sound of crickets in the audio?,yes,test
2854,Yq3SEOW2m4WY@2-80844-A-13@1-63871-A-10@3-143560-A-47.wav,Is there a sound of laughter in the audio?,no,test
2855,Yq3SEOW2m4WY@2-80844-A-13@1-63871-A-10.wav,Is there a sound of laughter in the audio?,no,test
2856,Yq3SEOW2m4WY@3-143560-A-47@1-63871-A-10@2-80844-A-13.wav,Does the audio contain the sound of crickets?,yes,test
2857,Yq3SEOW2m4WY@3-143560-A-47@1-63871-A-10.wav,Does the audio contain the sound of crickets?,no,test
2858,Yq3SEOW2m4WY@3-143560-A-47@1-63871-A-10@2-80844-A-13.wav,Does the audio contain the sound of rain?,yes,test
2859,Yq3SEOW2m4WY@3-143560-A-47@1-63871-A-10.wav,Does the audio contain the sound of rain?,yes,test
2860,Yq3SEOW2m4WY@3-143560-A-47@1-63871-A-10@2-80844-A-13.wav,"Does the audio contain the sound of door, wood creaks?",no,test
2861,Yq3SEOW2m4WY@3-143560-A-47@1-63871-A-10.wav,"Does the audio contain the sound of door, wood creaks?",no,test
2862,Y7cHRSfbp7tc@2-122763-A-29@f1585_0_laughter@1-80841-A-13.wav,Have you noticed the sound of crickets in the audio?,yes,test
2863,Y7cHRSfbp7tc@2-122763-A-29@f1585_0_laughter.wav,Have you noticed the sound of crickets in the audio?,no,test
2864,Y7cHRSfbp7tc@2-122763-A-29@f1585_0_laughter@1-80841-A-13.wav,"Have you noticed the sound of drinking, sipping in the audio?",yes,test
2865,Y7cHRSfbp7tc@2-122763-A-29@f1585_0_laughter.wav,"Have you noticed the sound of drinking, sipping in the audio?",yes,test
2866,Y7cHRSfbp7tc@2-122763-A-29@f1585_0_laughter@1-80841-A-13.wav,Have you noticed the sound of sea waves in the audio?,no,test
2867,Y7cHRSfbp7tc@2-122763-A-29@f1585_0_laughter.wav,Have you noticed the sound of sea waves in the audio?,no,test
2868,Y7cHRSfbp7tc@2-122763-A-29@1-80841-A-13@f1585_0_laughter.wav,Can you hear the sound of laughter in the audio?,yes,test
2869,Y7cHRSfbp7tc@2-122763-A-29@1-80841-A-13.wav,Can you hear the sound of laughter in the audio?,no,test
2870,Y7cHRSfbp7tc@2-122763-A-29@1-80841-A-13@f1585_0_laughter.wav,"Can you hear the sound of drinking, sipping in the audio?",yes,test
2871,Y7cHRSfbp7tc@2-122763-A-29@1-80841-A-13.wav,"Can you hear the sound of drinking, sipping in the audio?",yes,test
2872,Y7cHRSfbp7tc@2-122763-A-29@1-80841-A-13@f1585_0_laughter.wav,Can you hear the sound of hen in the audio?,no,test
2873,Y7cHRSfbp7tc@2-122763-A-29@1-80841-A-13.wav,Can you hear the sound of hen in the audio?,no,test
2874,Y7cHRSfbp7tc@f1585_0_laughter@1-80841-A-13@2-122763-A-29.wav,"Can you detect the sound of drinking, sipping in the audio?",yes,test
2875,Y7cHRSfbp7tc@f1585_0_laughter@1-80841-A-13.wav,"Can you detect the sound of drinking, sipping in the audio?",no,test
2876,Y7cHRSfbp7tc@f1585_0_laughter@1-80841-A-13@2-122763-A-29.wav,Can you detect the sound of crickets in the audio?,yes,test
2877,Y7cHRSfbp7tc@f1585_0_laughter@1-80841-A-13.wav,Can you detect the sound of crickets in the audio?,yes,test
2878,Y7cHRSfbp7tc@f1585_0_laughter@1-80841-A-13@2-122763-A-29.wav,Can you detect the sound of footsteps in the audio?,no,test
2879,Y7cHRSfbp7tc@f1585_0_laughter@1-80841-A-13.wav,Can you detect the sound of footsteps in the audio?,no,test
2880,Y7cHRSfbp7tc@1-155858-B-25@m2696_0_laughter@1-79220-A-17.wav,Is there a sound of pouring water in the audio?,yes,test
2881,Y7cHRSfbp7tc@1-155858-B-25@m2696_0_laughter.wav,Is there a sound of pouring water in the audio?,no,test
2882,Y7cHRSfbp7tc@1-155858-B-25@m2696_0_laughter@1-79220-A-17.wav,Is there a sound of footsteps in the audio?,yes,test
2883,Y7cHRSfbp7tc@1-155858-B-25@m2696_0_laughter.wav,Is there a sound of footsteps in the audio?,yes,test
2884,Y7cHRSfbp7tc@1-155858-B-25@m2696_0_laughter@1-79220-A-17.wav,Is there a sound of sigh in the audio?,no,test
2885,Y7cHRSfbp7tc@1-155858-B-25@m2696_0_laughter.wav,Is there a sound of sigh in the audio?,no,test
2886,Y7cHRSfbp7tc@1-155858-B-25@1-79220-A-17@m2696_0_laughter.wav,Does the audio contain the sound of laughter?,yes,test
2887,Y7cHRSfbp7tc@1-155858-B-25@1-79220-A-17.wav,Does the audio contain the sound of laughter?,no,test
2888,Y7cHRSfbp7tc@1-155858-B-25@1-79220-A-17@m2696_0_laughter.wav,Does the audio contain the sound of footsteps?,yes,test
2889,Y7cHRSfbp7tc@1-155858-B-25@1-79220-A-17.wav,Does the audio contain the sound of footsteps?,yes,test
2890,Y7cHRSfbp7tc@1-155858-B-25@1-79220-A-17@m2696_0_laughter.wav,Does the audio contain the sound of insects?,no,test
2891,Y7cHRSfbp7tc@1-155858-B-25@1-79220-A-17.wav,Does the audio contain the sound of insects?,no,test
2892,Y7cHRSfbp7tc@m2696_0_laughter@1-79220-A-17@1-155858-B-25.wav,Have you noticed the sound of footsteps in the audio?,yes,test
2893,Y7cHRSfbp7tc@m2696_0_laughter@1-79220-A-17.wav,Have you noticed the sound of footsteps in the audio?,no,test
2894,Y7cHRSfbp7tc@m2696_0_laughter@1-79220-A-17@1-155858-B-25.wav,Have you noticed the sound of laughter in the audio?,yes,test
2895,Y7cHRSfbp7tc@m2696_0_laughter@1-79220-A-17.wav,Have you noticed the sound of laughter in the audio?,yes,test
2896,Y7cHRSfbp7tc@m2696_0_laughter@1-79220-A-17@1-155858-B-25.wav,Have you noticed the sound of frog in the audio?,no,test
2897,Y7cHRSfbp7tc@m2696_0_laughter@1-79220-A-17.wav,Have you noticed the sound of frog in the audio?,no,test
2898,Y7cHRSfbp7tc@1-46040-A-14@m0996_0_laughter@3-110913-A-7.wav,Can you hear the sound of insects in the audio?,yes,test
2899,Y7cHRSfbp7tc@1-46040-A-14@m0996_0_laughter.wav,Can you hear the sound of insects in the audio?,no,test
2900,Y7cHRSfbp7tc@1-46040-A-14@m0996_0_laughter@3-110913-A-7.wav,Can you hear the sound of laughter in the audio?,yes,test
2901,Y7cHRSfbp7tc@1-46040-A-14@m0996_0_laughter.wav,Can you hear the sound of laughter in the audio?,yes,test
2902,Y7cHRSfbp7tc@1-46040-A-14@m0996_0_laughter@3-110913-A-7.wav,Can you hear the sound of rooster in the audio?,no,test
2903,Y7cHRSfbp7tc@1-46040-A-14@m0996_0_laughter.wav,Can you hear the sound of rooster in the audio?,no,test
2904,Y7cHRSfbp7tc@1-46040-A-14@3-110913-A-7@m0996_0_laughter.wav,Can you detect the sound of laughter in the audio?,yes,test
2905,Y7cHRSfbp7tc@1-46040-A-14@3-110913-A-7.wav,Can you detect the sound of laughter in the audio?,no,test
2906,Y7cHRSfbp7tc@1-46040-A-14@3-110913-A-7@m0996_0_laughter.wav,Can you detect the sound of chirping birds in the audio?,yes,test
2907,Y7cHRSfbp7tc@1-46040-A-14@3-110913-A-7.wav,Can you detect the sound of chirping birds in the audio?,yes,test
2908,Y7cHRSfbp7tc@1-46040-A-14@3-110913-A-7@m0996_0_laughter.wav,Can you detect the sound of sniff in the audio?,no,test
2909,Y7cHRSfbp7tc@1-46040-A-14@3-110913-A-7.wav,Can you detect the sound of sniff in the audio?,no,test
2910,Y7cHRSfbp7tc@m0996_0_laughter@3-110913-A-7@1-46040-A-14.wav,Is there a sound of chirping birds in the audio?,yes,test
2911,Y7cHRSfbp7tc@m0996_0_laughter@3-110913-A-7.wav,Is there a sound of chirping birds in the audio?,no,test
2912,Y7cHRSfbp7tc@m0996_0_laughter@3-110913-A-7@1-46040-A-14.wav,Is there a sound of laughter in the audio?,yes,test
2913,Y7cHRSfbp7tc@m0996_0_laughter@3-110913-A-7.wav,Is there a sound of laughter in the audio?,yes,test
2914,Y7cHRSfbp7tc@m0996_0_laughter@3-110913-A-7@1-46040-A-14.wav,Is there a sound of helicopter in the audio?,no,test
2915,Y7cHRSfbp7tc@m0996_0_laughter@3-110913-A-7.wav,Is there a sound of helicopter in the audio?,no,test
2916,YA0E_UiD-fR4@1-17585-A-7@3-68630-A-40@3-138212-A-45.wav,Does the audio contain the sound of train?,yes,test
2917,YA0E_UiD-fR4@1-17585-A-7@3-68630-A-40.wav,Does the audio contain the sound of train?,no,test
2918,YA0E_UiD-fR4@1-17585-A-7@3-68630-A-40@3-138212-A-45.wav,Does the audio contain the sound of helicopter?,yes,test
2919,YA0E_UiD-fR4@1-17585-A-7@3-68630-A-40.wav,Does the audio contain the sound of helicopter?,yes,test
2920,YA0E_UiD-fR4@1-17585-A-7@3-68630-A-40@3-138212-A-45.wav,Does the audio contain the sound of hand saw?,no,test
2921,YA0E_UiD-fR4@1-17585-A-7@3-68630-A-40.wav,Does the audio contain the sound of hand saw?,no,test
2922,YA0E_UiD-fR4@1-17585-A-7@3-138212-A-45@3-68630-A-40.wav,Have you noticed the sound of helicopter in the audio?,yes,test
2923,YA0E_UiD-fR4@1-17585-A-7@3-138212-A-45.wav,Have you noticed the sound of helicopter in the audio?,no,test
2924,YA0E_UiD-fR4@1-17585-A-7@3-138212-A-45@3-68630-A-40.wav,Have you noticed the sound of insects in the audio?,yes,test
2925,YA0E_UiD-fR4@1-17585-A-7@3-138212-A-45.wav,Have you noticed the sound of insects in the audio?,yes,test
2926,YA0E_UiD-fR4@1-17585-A-7@3-138212-A-45@3-68630-A-40.wav,Have you noticed the sound of throat clearing in the audio?,no,test
2927,YA0E_UiD-fR4@1-17585-A-7@3-138212-A-45.wav,Have you noticed the sound of throat clearing in the audio?,no,test
2928,YA0E_UiD-fR4@3-68630-A-40@3-138212-A-45@1-17585-A-7.wav,Can you hear the sound of insects in the audio?,yes,test
2929,YA0E_UiD-fR4@3-68630-A-40@3-138212-A-45.wav,Can you hear the sound of insects in the audio?,no,test
2930,YA0E_UiD-fR4@3-68630-A-40@3-138212-A-45@1-17585-A-7.wav,Can you hear the sound of helicopter in the audio?,yes,test
2931,YA0E_UiD-fR4@3-68630-A-40@3-138212-A-45.wav,Can you hear the sound of helicopter in the audio?,yes,test
2932,YA0E_UiD-fR4@3-68630-A-40@3-138212-A-45@1-17585-A-7.wav,"Can you hear the sound of door, wood creaks in the audio?",no,test
2933,YA0E_UiD-fR4@3-68630-A-40@3-138212-A-45.wav,"Can you hear the sound of door, wood creaks in the audio?",no,test
2934,YA0E_UiD-fR4@4-144083-B-16@1-100210-A-36@3-135650-A-45.wav,Can you detect the sound of train in the audio?,yes,test
2935,YA0E_UiD-fR4@4-144083-B-16@1-100210-A-36.wav,Can you detect the sound of train in the audio?,no,test
2936,YA0E_UiD-fR4@4-144083-B-16@1-100210-A-36@3-135650-A-45.wav,Can you detect the sound of vacuum cleaner in the audio?,yes,test
2937,YA0E_UiD-fR4@4-144083-B-16@1-100210-A-36.wav,Can you detect the sound of vacuum cleaner in the audio?,yes,test
2938,YA0E_UiD-fR4@4-144083-B-16@1-100210-A-36@3-135650-A-45.wav,Can you detect the sound of chirping birds in the audio?,no,test
2939,YA0E_UiD-fR4@4-144083-B-16@1-100210-A-36.wav,Can you detect the sound of chirping birds in the audio?,no,test
2940,YA0E_UiD-fR4@4-144083-B-16@3-135650-A-45@1-100210-A-36.wav,Is there a sound of vacuum cleaner in the audio?,yes,test
2941,YA0E_UiD-fR4@4-144083-B-16@3-135650-A-45.wav,Is there a sound of vacuum cleaner in the audio?,no,test
2942,YA0E_UiD-fR4@4-144083-B-16@3-135650-A-45@1-100210-A-36.wav,Is there a sound of wind in the audio?,yes,test
2943,YA0E_UiD-fR4@4-144083-B-16@3-135650-A-45.wav,Is there a sound of wind in the audio?,yes,test
2944,YA0E_UiD-fR4@4-144083-B-16@3-135650-A-45@1-100210-A-36.wav,Is there a sound of clapping in the audio?,no,test
2945,YA0E_UiD-fR4@4-144083-B-16@3-135650-A-45.wav,Is there a sound of clapping in the audio?,no,test
2946,YA0E_UiD-fR4@1-100210-A-36@3-135650-A-45@4-144083-B-16.wav,Does the audio contain the sound of wind?,yes,test
2947,YA0E_UiD-fR4@1-100210-A-36@3-135650-A-45.wav,Does the audio contain the sound of wind?,no,test
2948,YA0E_UiD-fR4@1-100210-A-36@3-135650-A-45@4-144083-B-16.wav,Does the audio contain the sound of train?,yes,test
2949,YA0E_UiD-fR4@1-100210-A-36@3-135650-A-45.wav,Does the audio contain the sound of train?,yes,test
2950,YA0E_UiD-fR4@1-100210-A-36@3-135650-A-45@4-144083-B-16.wav,Does the audio contain the sound of cow?,no,test
2951,YA0E_UiD-fR4@1-100210-A-36@3-135650-A-45.wav,Does the audio contain the sound of cow?,no,test
2952,YA0E_UiD-fR4@2-122066-B-45@2-125875-A-13@3-156581-B-14.wav,Have you noticed the sound of chirping birds in the audio?,yes,test
2953,YA0E_UiD-fR4@2-122066-B-45@2-125875-A-13.wav,Have you noticed the sound of chirping birds in the audio?,no,test
2954,YA0E_UiD-fR4@2-122066-B-45@2-125875-A-13@3-156581-B-14.wav,Have you noticed the sound of crickets in the audio?,yes,test
2955,YA0E_UiD-fR4@2-122066-B-45@2-125875-A-13.wav,Have you noticed the sound of crickets in the audio?,yes,test
2956,YA0E_UiD-fR4@2-122066-B-45@2-125875-A-13@3-156581-B-14.wav,Have you noticed the sound of airplane in the audio?,no,test
2957,YA0E_UiD-fR4@2-122066-B-45@2-125875-A-13.wav,Have you noticed the sound of airplane in the audio?,no,test
2958,YA0E_UiD-fR4@2-122066-B-45@3-156581-B-14@2-125875-A-13.wav,Can you hear the sound of crickets in the audio?,yes,test
2959,YA0E_UiD-fR4@2-122066-B-45@3-156581-B-14.wav,Can you hear the sound of crickets in the audio?,no,test
2960,YA0E_UiD-fR4@2-122066-B-45@3-156581-B-14@2-125875-A-13.wav,Can you hear the sound of train in the audio?,yes,test
2961,YA0E_UiD-fR4@2-122066-B-45@3-156581-B-14.wav,Can you hear the sound of train in the audio?,yes,test
2962,YA0E_UiD-fR4@2-122066-B-45@3-156581-B-14@2-125875-A-13.wav,Can you hear the sound of crackling fire in the audio?,no,test
2963,YA0E_UiD-fR4@2-122066-B-45@3-156581-B-14.wav,Can you hear the sound of crackling fire in the audio?,no,test
2964,YA0E_UiD-fR4@2-125875-A-13@3-156581-B-14@2-122066-B-45.wav,Can you detect the sound of train in the audio?,yes,test
2965,YA0E_UiD-fR4@2-125875-A-13@3-156581-B-14.wav,Can you detect the sound of train in the audio?,no,test
2966,YA0E_UiD-fR4@2-125875-A-13@3-156581-B-14@2-122066-B-45.wav,Can you detect the sound of chirping birds in the audio?,yes,test
2967,YA0E_UiD-fR4@2-125875-A-13@3-156581-B-14.wav,Can you detect the sound of chirping birds in the audio?,yes,test
2968,YA0E_UiD-fR4@2-125875-A-13@3-156581-B-14@2-122066-B-45.wav,Can you detect the sound of hand saw in the audio?,no,test
2969,YA0E_UiD-fR4@2-125875-A-13@3-156581-B-14.wav,Can you detect the sound of hand saw in the audio?,no,test
2970,YYNDKuNINDOY@5-156999-D-19@3-162786-A-13@2-73027-A-10.wav,Is there a sound of rain in the audio?,yes,test
2971,YYNDKuNINDOY@5-156999-D-19@3-162786-A-13.wav,Is there a sound of rain in the audio?,no,test
2972,YYNDKuNINDOY@5-156999-D-19@3-162786-A-13@2-73027-A-10.wav,Is there a sound of thunderstorm in the audio?,yes,test
2973,YYNDKuNINDOY@5-156999-D-19@3-162786-A-13.wav,Is there a sound of thunderstorm in the audio?,yes,test
2974,YYNDKuNINDOY@5-156999-D-19@3-162786-A-13@2-73027-A-10.wav,Is there a sound of crackling fire in the audio?,no,test
2975,YYNDKuNINDOY@5-156999-D-19@3-162786-A-13.wav,Is there a sound of crackling fire in the audio?,no,test
2976,YYNDKuNINDOY@5-156999-D-19@2-73027-A-10@3-162786-A-13.wav,Does the audio contain the sound of crickets?,yes,test
2977,YYNDKuNINDOY@5-156999-D-19@2-73027-A-10.wav,Does the audio contain the sound of crickets?,no,test
2978,YYNDKuNINDOY@5-156999-D-19@2-73027-A-10@3-162786-A-13.wav,Does the audio contain the sound of rain?,yes,test
2979,YYNDKuNINDOY@5-156999-D-19@2-73027-A-10.wav,Does the audio contain the sound of rain?,yes,test
2980,YYNDKuNINDOY@5-156999-D-19@2-73027-A-10@3-162786-A-13.wav,Does the audio contain the sound of rooster?,no,test
2981,YYNDKuNINDOY@5-156999-D-19@2-73027-A-10.wav,Does the audio contain the sound of rooster?,no,test
2982,YYNDKuNINDOY@3-162786-A-13@2-73027-A-10@5-156999-D-19.wav,Have you noticed the sound of thunderstorm in the audio?,yes,test
2983,YYNDKuNINDOY@3-162786-A-13@2-73027-A-10.wav,Have you noticed the sound of thunderstorm in the audio?,no,test
2984,YYNDKuNINDOY@3-162786-A-13@2-73027-A-10@5-156999-D-19.wav,Have you noticed the sound of rain in the audio?,yes,test
